Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),ManufacturerPartNumber,Manufacturer,SKU_Item_num,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,SubCategory,NewImageName,AmazonProductID,IS DUPLICATE,defaultImageId
TIG,1-13-70-01B,5/5/2016,1023c,,400-AIRX,DELL,400-AIRX,128GB SATA Solid State Drive,128GB SATA Solid State Drive,EACH,1,200,136,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,52,B007ZW2LY4,,52
TIG,1-13-70-01B,5/5/2016,1090,,400-AHIF,DELL,400-AHIF,2.5 inch 512GB SATA Solid State Drive,2.5 inch 512GB SATA Solid State Drive,EACH,1,900,612,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,52,B00VX82PA6,,52
TIG,1-13-70-02B,11/4/2016,1109,43211500,401-AAPS,DELL,401-AAPS,Secondary drive 1TB 2.5 inch 7200 rpm SATA Hard Drive,Secondary drive 1TB 2.5 inch 7200 rpm SATA Hard Drive,,1,198.57,129.07,0.35,Components,Options/Upgrades,Options/Upgrades Mobile Workstation,52,B00OBRFFAS,,52
TIG,1-13-70-01B,5/5/2016,1005b,,400-AIOY,DELL,400-AIOY,3.5 1TB 7200rpm HDD,3.5 1TB 7200rpm HDD,EACH,1,130,88.4,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,6581,B009FPPQAK,,6581
TIG,1-13-70-01B,5/5/2016,1024c,,400-AIRY,DELL,400-AIRY,256GB PCIe Solid State Drive,256GB PCIe Solid State Drive,EACH,1,400,272,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6576,B017HN7578,,6576
TIG,1-13-70-01B,5/5/2016,1040b,,400-AECP,DELL,400-AECP,256GB 2.5inch Serial ATA Solid State Drive,256GB 2.5inch Serial ATA Solid State Drive,EACH,1,477,324.36,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6576,B00UTW5RFC,,6576
TIG,1-13-70-01B,5/5/2016,1041b,,400-AECQ,DELL,400-AECQ,512GB 2.5inch Serial ATA Solid State Drive,512GB 2.5inch Serial ATA Solid State Drive,EACH,1,810.33,551.02,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6576,B00DUGGAD2,,6576
TIG,1-13-70-01B,5/5/2016,1076,,400-AHZI,DELL,400-AHZI,2.5 inch 1TB 7200rpm Hard Disk Drive (7040 Micro),2.5 inch 1TB 7200rpm Hard Disk Drive (7040 Micro),EACH,1,130,88.4,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6576,B00STQHQCW,,6576
TIG,1-13-70-01B,5/5/2016,1082,,400-AIRW,DELL,400-AIRW,2.5 inch 500GB 7200rpm OPAL 2.0 FIPS Self Encrypting Hard Disk Drive,2.5 inch 500GB 7200rpm OPAL 2.0 FIPS Self Encrypting Hard Disk Drive,EACH,1,160,108.8,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6576,B00HWHVOQS,,6576
TIG,1-13-70-01B,5/5/2016,1083,,400-AJCL,DELL,400-AJCL,512GB PCIe Solid State Drive,512GB PCIe Solid State Drive,EACH,1,900,612,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6576,B01639694M,,6576
TIG,1-13-70-01B,5/5/2016,1075,,"421-9983, 954-3463",DELL,"421-9983, 954-3463",DDPE Enterprise Edition License + ProSupport for Software 3 Year,DDPE Enterprise Edition License + ProSupport for Software 3 Year,EACH,1,104,70.72,0.32,Services,OPTION UPGRADES,Standard Desktop Options Upgrades,6579,N/A,,6579
TIG,1-13-70-01B,5/5/2016,1044b,,429-AAPD,DELL,429-AAPD,8x Slimline DVD-ROM Drive,8x Slimline DVD-ROM Drive,EACH,1,30,20.4,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6573,N/A,,6573
TIG,1-13-70-01B,5/5/2016,1045B,,429-AAUX,DELL,429-AAUX,Dell External USB Slim DVD+/-RW Optical Drive,Dell External USB Slim DVD+/-RW Optical Drive,EACH,1,59.99,40.79,0.32,Components,OPTION UPGRADES,Thin Client Options Upgrades,6575,N/A,,6575
NWN,1-13-70-02A,8/5/2015,1097,43211500,L8Z96AV,HP,L8Z96AV,Blu-ray ROM DVD+/-RW SuperMulti DL Drive,Blu-ray ROM DVD+/-RW SuperMulti DL Drive,Each,1,119,77.35,0.35,Components,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6572,B00I4AE82E,,6572
TIG,1-13-70-01B,5/5/2016,1007b,,429-AAVN,DELL,429-AAVN,8x DVD-ROM 9.5mm Optical Disk Drive,8x DVD-ROM 9.5mm Optical Disk Drive,EACH,1,40,27.2,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,6572,B00NJ6PIMC,,6572
TIG,1-13-70-02B,11/4/2016,1085,43211500,450-AAYU,DELL,450-AAYU,90 Watt AC Adaptor,90 Watt AC Adaptor,,1,5,3.25,0.35,Accessories,Options/Upgrades,Options/Upgrades Standard Laptop,6577,B003AOTEJ6,,6577
TIG,1-13-70-02B,11/4/2016,1077,43211500,451-BBKV,DELL,451-BBKV,Dell Portable Power Companion (18000mAh),Dell Portable Power Companion (18000mAh),EACH,1,139.99,90.99,0.35,Accessories,Options/Upgrades,Options/Upgrades All Laptops,6571,B00PC9HG0Q,,6571
TIG,1-13-70-02B,11/4/2016,1005b,43211500,451-BBUV,DELL,451-BBUV,6 Cell (91 Whr) Long Life Cycle Lithium Polymer battery,6 Cell (91 Whr) Long Life Cycle Lithium Polymer battery,EACH,1,212.86,138.36,0.35,Accessories,Options/Upgrades,Options/Upgrades Mobile Workstation,6574,B004FL92RM,,6574
TIG,1-13-70-02B,11/4/2016,1083,43211500,[452-BBLQ],DELL,[452-BBLQ],"E-Port Plus, dock adds dual digital display and legacy port support, USB 3.0","E-Port Plus, dock adds dual digital display and legacy port support, USB 3.0",,1,219,142.35,0.35,Accessories,Options/Upgrades,Options/Upgrades Standard Laptop,6568,B00370D4S0,,6568
TIG,1-13-70-02B,11/4/2016,1070,43211500,460-BBNE,DELL,460-BBNE,DELL Premier Backpack,DELL Premier Backpack,EACH,1,99.99,64.99,0.35,Accessories,Options/Upgrades,Options/Upgrades All Laptops,6570,B00O23J7LO,,6570
TIG,1-13-70-02B,11/4/2016,1054c,43211500,460-BBRC,DELL,460-BBRC,Dell Professional Topload Carrying Case - 14”,Dell Professional Topload Carrying Case - 14”,EACH,1,59.99,38.99,0.35,Accessories,Options/Upgrades,Options/Upgrades All Laptops,6566,B00M1C38IQ,,6566
TIG,1-13-70-02B,11/4/2016,1034a,43211500,469-4546,DELL,469-4546,Dell 90-Watt Auto-Air DC Adapter for Select Dell Systems(Car Charger),Dell 90-Watt Auto-Air DC Adapter for Select Dell Systems(Car Charger),EACH,1,99.99,64.99,0.35,Accessories,Options/Upgrades,"Options/Upgrades Standard, Power and Ultralight Laptop",6569,B01B14A8Z0,,6569
TIG,1-13-70-01B,5/5/2016,1017b,,470-AANW,DELL,470-AANW,DiplayPort to DVI (Dual-Link),DiplayPort to DVI (Dual-Link),EACH,1,139.99,95.19,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,6565,B019VPTGK4,,6565
NWN,1-13-70-01A,9/15/2016,1007-A,43211902,N1T21AV,HP,N1T21AV,Intel 8260 802.11ac PCIe-CL BT VPro,Intel 8260 802.11ac PCIe-CL BT VPro,each,1,150,60,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6578,B0197W86IE,,6578
TIG,1-13-70-01B,5/5/2016,1006b,,"470-ABLQ, 555- BCMT",DELL,"470-ABLQ, 555- BCMT",Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,EACH,1,53,36.04,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,6578,B0197W86IE,,6578
TIG,1-13-70-01B,5/5/2016,1021c,,490-BCPF,DELL,490-BCPF,"AMD Radeon™ R7 350X, 4GB, HH (DP, SL-DVI-I)","AMD Radeon™ R7 350X, 4GB, HH (DP, SL-DVI-I)",EACH,1,180,122.4,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6560,B00FRHIIPK,,6560
TIG,1-13-70-01B,5/5/2016,1092,,"391-BCNF, 490-
BCTH",DELL,"391-BCNF, 490-
BCTH",4K TOUCH LCD,4K TOUCH LCD,EACH,1,685,465.8,0.32,Accessories,OPTION UPGRADES,All In One Options Upgrades,6567,B012AQIOXQ,,6567
NWN,1-13-70-01A,9/15/2016,1004-A,43211902,L1G56AV,HP,L1G56AV,AMD Radeon R9 350 2GB DH PCIe x16 GFX,AMD Radeon R9 350 2GB DH PCIe x16 GFX,each,1,159,63.6,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6563,B0150O6TRI,,6563
TIG,1-13-70-01B,5/5/2016,1003c,,490-BCYL,DELL,490-BCYL,AMD Radeon™ R5 340X (2GB DP/DVI-I),AMD Radeon™ R5 340X (2GB DP/DVI-I),EACH,1,110,74.8,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,6563,B00FRHIIPK,,6563
TIG,1-13-70-01B,5/5/2016,1073,,490-BCYM,DELL,490-BCYM,"AMD Radeon™ R7 350X, 4GB (DP, SL-DVI-I)","AMD Radeon™ R7 350X, 4GB (DP, SL-DVI-I)",EACH,1,180,122.4,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,6563,B00FLMKI9A,,6563
TIG,1-13-70-02B,11/4/2016,1084,43211500,338-BHOZ,DELL,338-BHOZ,"AMD Radeon™ R7 M370, for I7-6820H No Type C (Vpro Capable)","AMD Radeon™ R7 M370, for I7-6820H No Type C (Vpro Capable)",,1,129,83.85,0.35,Components,Options/Upgrades,Options/Upgrades Standard Laptop,6563,B00ZGF11YS,,6563
TIG,1-13-70-02B,11/4/2016,1089,43211500,338-BHLO,DELL,338-BHLO,"AMD Radeon™ R7 M360, for I7-6600U","AMD Radeon™ R7 M360, for I7-6600U",,1,129,83.85,0.35,Components,Options/Upgrades,Options/Upgrades Standard Laptop,6563,B00ZCBEO2C,,6563
TIG,1-13-70-01B,5/5/2016,1016b,,470-AANH,DELL,470-AANH,DisplayPort 1.1 Male to DVI-D Male Black Cable - 6.5 ft,DisplayPort 1.1 Male to DVI-D Male Black Cable - 6.5 ft,EACH,1,24.99,16.99,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,6547,B00Q20H3O8,,6547
TIG,1-13-70-02B,11/4/2016,1096,43211500,492-BBFM,DELL,492-BBFM,Dell Adapter - Mini DisplayPort to VGA,Dell Adapter - Mini DisplayPort to VGA,,1,37.49,24.37,0.35,Accessories,Options/Upgrades,Options/Upgrades Ultralight Laptop,6547,B005QAL2KG,,6547
TIG,1-13-70-01B,5/5/2016,1042b,,540-BBHC,DELL,540-BBHC,"Intel® X540-T2 10GbE NIC, Dual Port, Copper","Intel® X540-T2 10GbE NIC, Dual Port, Copper",EACH,1,450,306,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6564,B0077CS9UM,,6564
TIG,1-13-70-01B,5/5/2016,1043b,,555-BBGR,DELL,555-BBGR,Dell Wireless 1540 802.11 a/g/n PCIe,Dell Wireless 1540 802.11 a/g/n PCIe,EACH,1,49,33.32,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,6541,B009IA7O16,,6541
TIG,1-13-70-02B,11/4/2016,1035a,43211500,570-AALK,DELL,570-AALK,Dell Wireless Mouse-WM126 - Black,Dell Wireless Mouse-WM126 - Black,EACH,1,19.99,12.99,0.35,Peripherals,Options/Upgrades,Options/Upgrades All Laptops,6562,B01B96M16E,,6562
TIG,1-13-70-01B,5/5/2016,1060a,,575-BBHC,DELL,575-BBHC,Opti Micro VESA Mount,Opti Micro VESA Mount,EACH,1,28.57,19.43,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,6546,B00UX25VWM,,6546
TIG,1-13-70-01B,5/5/2016,1059a,,575-BBHE,DELL,575-BBHE,Dell OptiPlex Micro AIO Stand,Dell OptiPlex Micro AIO Stand,EACH,1,92.86,63.14,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,6561,B010ODGRX6,,6561
TIG,1-13-70-01B,5/5/2016,1061a,,575-BBHF,DELL,575-BBHF,Opti Micro Dual VESA Mount,Opti Micro Dual VESA Mount,EACH,1,35.71,24.28,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,6533,N/A,,6533
TIG,1-13-70-01B,5/5/2016,1063a,,575-BBHH,DELL,575-BBHH,Opti Micro Console,Opti Micro Console,EACH,1,121.43,82.57,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,6558,B01FAKBT5Y,,6558
TIG,1-13-70-02B,11/4/2016,1062a,43211500,580-ACKL,DELL,580-ACKL,Backlit Keyboard,Backlit Keyboard,EACH,1,50,32.5,0.35,Peripherals,Options/Upgrades,Options/Upgrades Standard Laptop,6545,N/A,,6545
TIG,1-13-70-01B,5/5/2016,1027d,,631-AASS,DELL,631-AASS,Upgrade to Intel Standard Manageability,Upgrade to Intel Standard Manageability,EACH,1,15,10.2,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,6557,N/A,,6557
TIG,1-13-70-01B,5/5/2016,1055c,,631-AAUF,DELL,631-AAUF,Intel® vPro Technology Enabled,Intel® vPro Technology Enabled,EACH,1,40,27.2,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,6537,B0167N9R8E,,6537
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65193100AC02A24,Adobe,,Adobe Photoshop & Premiere Elements 2 Year License (1 User),"Adobe Photoshop & Premiere Elements ALL New Upgrade Plan 24 Months 2Y  1 User, Level 2 CLP (CLP # Required)",Each,1,42,35.7,0.33,Software,,,6556,B01KICI37Q,,6556
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65196377AC02A12,Adobe,,Adobe Acrobat Professional 1 Year License (1 User),"Adobe Acrobat Professional ALL New Upgrade Plan 12 Months 1Y  1 User, Level 2 CLP (CLP # Required)",Each,1,50,46.2,0.33,Software,,,6544,B01MZ3OE55,,6544
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65237524AC02A00,Adobe,,Adobe Lightroom 6 (1 User),"Adobe Lightroom 6 License 1 User, Level 2 CLP (CLP # Required)",Each,1,139,126,0.33,Software,,,6559,B00VWCKJVA,,6559
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65258474AC02A00,Adobe,,"Adobe Acrobat Standard DC 2015 (1 User, Windows)","Adobe Acrobat Standard DC 2015 Windows License 1 User, Level 2 CLP (CLP # Required)",Each,1,219,204.75,0.33,Software,,,6528,B00VGR0HMW,,6528
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65258634AC02A00,Adobe,,Adobe Acrobat Pro DC 2015 (1 User),"Adobe Acrobat Pro DC 2015 License 1 User, Level 2 CLP (CLP # Required)",Each,1,328,306.6,0.33,Software,,,6554,B00V8XO98C,,6554
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65263776AC00A00,Adobe,,"Adobe Photoshop Elements 14 DVD Set (1 User, Multiple Platforms)","Adobe Photoshop Elements 14 Multiple Platforms DVD Set , 1 User, CLP (CLP # Required)",Each,1,20,15.75,0.33,Software,,,6543,B014GP8XGM,,6543
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65264067AC00A00,Adobe,,"Adobe Premiere Elements 14 DVD Set (1 User, Multiple Platforms)","Adobe Premiere Elements 14 Multiple Platforms DVD Set , 1 User, CLP (CLP # Required)",Each,1,20,15.75,0.34,Software,,,6555,B014GP8UU6,,6555
"Ablegov, Inc",16-70-0090K,11/1/2016,,,65264935AC02A00,Adobe,,"Adobe Presenter 11 (1 User, Windows)",Adobe Presenter Licensed 11 Windows 1 User Level 2 CLP (CLP # Required),Each,1,465,434.7,0.34,Software,,,6535,B016YK2K0M,,6535
TIG,1-13-70-05,10/24/2016,205,81110000,855-BBBN,DELL,855-BBBN,Dell MDA17 Dual Monitor Stand,Dell MDA17 Dual Monitor Stand,EACH,1,249.99,172.5,0.31,Accessories,OPTIONS UPGRADES,Options Upgrades,6552,B00DXYRKLW,,6552
TIG,1-13-70-01B,5/5/2016,1800b,,858-BBCU,DELL,858-BBCU,"P2016 19.5"" WideScreen Monitor","P2016 19.5"" WideScreen Monitor",EACH,1,189.99,129.2,0.32,Accessories,MONITOR OPTION UPGRADES,Monitor Options Upgrades,6542,B0143Q495S,,6542
TIG,1-13-70-01B,5/5/2016,400a,,909686-51L,DELL,909686-51L,Dell Wyse Z90D7,"Thin Client - Dell Wyse Z90D7 - Dual Core 1.65GHz, 2GB 1600MHz DDR3, Windows Embedded Std 7, USB Keyboard, PS/2 Optical Mouse, 3-Year Limited Hardware Warranty on-site",EACH,1,679,298.76,0.56,Desktop,CONFIGURATION (HARDWARE),Thin Client Hardware,6553,B00C2AT020,,6553
TIG,1-13-70-02B,11/4/2016,1051b,43211500,A1475677,DELL,A1475677,Targus 16-inch Corporate Traveler Vertical Rolling Laptop Case,Targus 16-inch Corporate Traveler Vertical Rolling Laptop Case,EACH,1,52.99,34.44,0.35,Accessories,Options/Upgrades,Options/Upgrades All Laptops,6536,N/A,,6536
NWN,1-13-70-01A,9/15/2016,1009-A,43211902,L1Z45AV,HP,L1Z45AV,Slim Desktop DVD-ROM ODD,Slim Desktop DVD-ROM ODD,each,1,28,11.2,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,6549,B00HPXRWTC,,6549
NWN,1-13-70-01A,9/15/2016,1052,43211902,A2U57AA,HP,A2U57AA,HP Mobile USB nLS DVDRW Drive,HP Mobile USB nLS DVDRW Drive,each,1,170,68,0.6,Accessories,Options / Upgrades,Options Upgrades,6549,B006ERUMP6,,6549
TIG,1-13-70-01B,5/5/2016,1015a,,A3793590,DELL,A3793590,6 ft DVI-D Single Link Digital Video Monitor Cable w/ Audio,6 ft DVI-D Single Link Digital Video Monitor Cable w/ Audio,EACH,1,12.99,8.83,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,6539,B0000X0VCY,,6539
TIG,1-13-70-01B,5/5/2016,1014c,,A3881047,DELL,A3881047,H110 2 Stereo Headset,H110 2 Stereo Headset,EACH,1,14.99,10.19,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,6551,B003H4QPJQ,,6551
TIG,1-13-70-01B,5/5/2016,1008a,,A4051228,DELL,A4051228,Comfort wave  Ergonomic keyboard,Comfort wave  Ergonomic keyboard,EACH,1,79.99,54.39,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,6538,B003VAHYNC,,6538
TIG,1-13-70-02B,11/4/2016,1052a,43211500,A5468037,DELL,A5468037,LOGITECH WIRELESS HEADSET H600,LOGITECH WIRELESS HEADSET H600,EACH,1,69.99,45.49,0.35,Accessories,Options/Upgrades,Options/Upgrades All Laptops,6550,B005GTO07O,,6550
TIG,1-13-70-01B,5/5/2016,1012b,,A5950984,DELL,A5950984,Jabra UC Voice 150 USB Duo. Headband INL,Jabra UC Voice 150 USB Duo. Headband INL,EACH,1,33.99,23.11,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,6540,B005SDBYK4,,6540
TIG,1-13-70-01B,5/5/2016,1011b,,A6024088,DELL,A6024088,Wireless mouse M525,Wireless mouse M525,EACH,1,39.99,27.19,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,6548,B005KSAOKI,,6548
TIG,1-13-70-01B,5/5/2016,1010a,,A6107465,DELL,A6107465,K360 wireless keyboard,K360 wireless keyboard,EACH,1,29.99,20.39,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,6532,B007PJ4PN2,,6532
TIG,1-13-70-01B,5/5/2016,1048b,,A6188150,DELL,A6188150,WYSE Displayport (M) TO DVI-D (F) adapter,WYSE Displayport (M) TO DVI-D (F) adapter,EACH,1,27.55,18.73,0.32,Accessories,OPTION UPGRADES,Thin Client Options Upgrades,6532,B00737IO2O,,6532
TIG,1-13-70-01B,5/5/2016,1009b,,A7055994,DELL,A7055994,Performance Ergonomic mouse mx,Performance Ergonomic mouse mx,EACH,1,99.99,67.99,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,6532,B002HWRJBM,,6532
TIG,1-13-70-01B,5/5/2016,1047,,A4049069,DELL,A7287839,KINGSTON DATATRAVELER G4 - USB-FLASHSTAS,KINGSTON DATATRAVELER G4 - USB-FLASHSTAS,EACH,1,10.99,7.47,0.32,Accessories,OPTION UPGRADES,Thin Client Options Upgrades,6532,B00G9WHMHC,,6532
TIG,1-13-70-01B,5/5/2016,1058b,,A7639742,DELL,A7639742,C2G 2M Displayport CBL W/ latches,C2G 2M Displayport CBL W/ latches,EACH,1,15.99,10.87,0.32,Accessories,OPTION UPGRADES,Monitor Option/Upgrades,6532,B001CLYM6O,,6532
NWN,1-13-70-02A,8/5/2015,1061-A,43211500,A896049,HP,A896049,USB Ergonomic Keyboard,USB Ergonomic Keyboard,Each,1,35,22.75,0.35,Peripherals,Options / Upgrades,Options/Upgrade All Laptops,6532,B004SUIM4E,,6532
NWN,1-13-70-02A,8/5/2015,1062,43211500,A896051,HP,A896051,Targus USB optical mouse,Targus USB optical mouse,Each,1,40,26,0.35,Peripherals,Options / Upgrades,Options/Upgrade All Laptops,6532,B003U4RVQY,,6532
NWN,1-13-70-02A,8/5/2015,1056,43211500,A896056,Logitech,A896056,USB Powered External Speakers Logitech: 980-000028-CA,USB Powered External Speakers Logitech: 980-000028-CA,Each,1,25,16.25,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power, Mobile  Laptops",6532,B000ZH98LU,,6532
NWN,1-13-70-02A,8/5/2015,1059,43211500,A896059,Logitech,A896059,Logitech Headset/Headphone,Logitech Headset/Headphone,Each,1,30,19.5,0.35,Accessories,Options / Upgrades,Options/Upgrade All Laptops,6532,B000UXZQ42,,6532
NWN,1-13-70-02A,8/5/2015,1058,43211500,A896060,Logitech,A896060,Wireless keyboard Logitech: 920-004088-CA,Wireless keyboard Logitech: 920-004088-CA,Each,1,60,39,0.35,Accessories,Options / Upgrades,Options/Upgrade All Laptops,6532,B007PJ4PN2,,6532
NWN,1-13-70-02A,8/5/2015,1116,43211500,A936061,HP,A936061,USB Numeric Keypad,USB Numeric Keypad,Each,1,21,13.65,0.35,Peripherals,Options / Upgrades,Options/Upgrade Mobile Workstation Studio,6532,B01E8TTWZ2,,6532
NWN,1-13-70-01A,9/15/2016,1044,43211902,AS615AA,HP,AS615AA,HP DisplayPort To VGA Adapter,HP DisplayPort To VGA Adapter,each,1,50,20,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B003ONEX9Y,,6532
NWN,1-13-70-01A,9/15/2016,1047,43211902,BU516AA,HP,BU516AA,HP Mobile USB DVDRW Drive,HP Mobile USB DVDRW Drive,each,1,125,50,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B003ONEX9Y,,6532
NWN,1-13-70-01A,9/15/2016,1042,43211902,D9J19AA,HP,D9J19AA,HP Business Speakers,HP Business Speakers,each,1,50,20,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,1014,43211500,D9Y32AA#ABA,HP,D9Y32AA#ABA,HP UltraSlim Docking Station,HP UltraSlim Docking Station,Each,1,220,143,0.35,Accessories,Options / Upgrades,Options/Upgrade Ultralight Laptop,6532,B00FOAATLQ,,6532
NWN,1-13-70-01A,9/15/2016,1043,43211902,DC198A,HP,DC198A,HP DVI Cable Kit,HP DVI Cable Kit,each,1,30,12,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B00I4ALOUS,,6532
TIG,1-13-70-01B,5/5/2016,3000a,,TIG-INS-CPU,TIG,TIG-INS-CPU,Installation Services,Installation Services,EACH,1,40,30.8,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,3004,,TIG-SWC-CPU,TIG,TIG-SWC-CPU,Self-Warranty Certification,Self-Warranty Certification,EACH,1,40,50.8,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,Non-Core*,,TIG-DLG-CPU,TIG,TIG-DLG-CPU,Deployments & Logistics Services,Deployments & Logistics Services,HOUR,1,46,35.42,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,3007a,,TIG-EMG-CPU,TIG,TIG-EMG-CPU,Emergency Services ( 4 hour response),Emergency Services ( 4 hour response),HOUR,1,58,44.66,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,3005,81110000,TIG-EMG-NBK,TIG,TIG-EMG-NBK,Emergency Services ( 4 hour response),Emergency Services ( 4 hour response),EACH,1,66,37.49,0.23,Services,Value Added Services,Value Added Services All Laptops,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,3007,81110000,TIG-INS-NBK,TIG,TIG-INS-NBK,Installation Services,Installation Services,EACH,1,75,34.42,0.23,Services,Value Added Services,Value Added Services All Laptops,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,3008,81110000,TIG-SWC-NBK,TIG,TIG-SWC-NBK,Self-Warranty Certification,Self-Warranty Certification,EACH,1,84,31.35,0.23,Services,Value Added Services,Value Added Services All Laptops,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2000b,81110000,"997-1022,997-1024, 935-
8283",DELL,"997-1022,997-1024, 935-
8283",4 Year Basic Hardware Service with 4 Year NBD Onsite Service,4 Year Basic Hardware Service with 4 Year NBD Onsite Service,,1,577.66,398.59,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Mobile Workstation,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2001b,81110000,"997-1022,997-1025, 933-
9854",DELL,"997-1022,997-1025, 933-
9854",5 Year Basic Hardware Service with 5 Year NBD Onsite Service,5 Year Basic Hardware Service with 5 Year NBD Onsite Service,,1,823.23,568.03,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Mobile Workstation,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2002b,81110000,"997-8317, 997-8328, 997-
8334, 935-8283",DELL,"997-8317, 997-8328, 997-
8334, 935-8283",4 Year Basic Hardware Service with NBD Onsite Service,4 Year Basic Hardware Service with NBD Onsite Service,,1,475.66,328.21,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Power Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2003b,81110000,"997-8317, 997-8328, 997-
8335,933-9854",DELL,"997-8317, 997-8328, 997-
8335,933-9854",5 Year Basic Hardware Service with  NBD Onsite Service,5 Year Basic Hardware Service with  NBD Onsite Service,,1,588.23,405.88,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Power Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2004d,81110000,"804-2167, 804-2169, 935-
8283",DELL,"804-2167, 804-2169, 935-
8283",4 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis,4 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis,,1,516.66,356.5,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
